"block","raintreat","brc","date","daily_avg","dayrain","dsr","rain7day","rain5day","rain_weighted"
"1","C","1CA",2025-02-28,0.1724375,0,12,0,0,12
"1","C","1CA",2025-03-01,0.166083333333333,0,13,0,0,13
"1","C","1CA",2025-03-02,0.172479166666667,0,14,0,0,14
"1","C","1CA",2025-03-03,0.167333333333333,0,15,0,0,15
"1","C","1CA",2025-03-04,0.164020833333333,0,16,0,0,16
"1","C","1CA",2025-03-05,0.161854166666667,0,17,0,0,17
"1","C","1CA",2025-03-06,0.157770833333333,0,18,0,0,18
"1","C","1CA",2025-03-07,0.154229166666667,0,19,0,0,19
"1","C","1CA",2025-03-08,0.149458333333333,0,20,0,0,20
"1","C","1CA",2025-03-09,0.146666666666667,0,21,0,0,21
"1","C","1CA",2025-03-10,0.143270833333333,0,22,0,0,22
"1","C","1CA",2025-03-11,0.139895833333333,0,23,0,0,23
"1","C","1CA",2025-03-12,0.192541666666667,29.718,0,29.718,29.718,0
"1","C","1CA",2025-03-13,0.283041666666667,3.048,0,32.766,32.766,0
"1","C","1CA",2025-03-14,0.308875,18.796,0,51.562,51.562,0
"1","C","1CA",2025-03-15,0.291416666666667,0,1,51.562,51.562,0.0190251512499524
"1","C","1CA",2025-03-16,0.284354166666667,14.478,0,66.04,66.04,0
"1","C","1CA",2025-03-17,0.339645833333333,8.128,0,74.168,44.45,0
"1","C","1CA",2025-03-18,0.295770833333333,0.254,0,74.422,41.656,0
"1","C","1CA",2025-03-19,0.281125,2.032,0,46.736,24.892,0
"1","C","1CA",2025-03-20,0.2736875,0.254,0,43.942,25.146,0
"1","C","1CA",2025-03-21,0.263291666666667,0,1,25.146,10.668,0.085704490915324
"1","C","1CA",2025-03-22,0.252375,0,2,25.146,2.54,0.564971751412429
"1","C","1CA",2025-03-23,0.241895833333333,0,3,10.668,2.286,0.912964090079123
"1","C","1CA",2025-03-24,0.218229166666667,0,4,2.54,0.254,3.18979266347687
"1","C","1CA",2025-03-25,0.199833333333333,0,5,2.286,0,5
"1","C","1CA",2025-03-26,0.189729166666667,0.254,0,0.508,0.254,0
"1","C","1CA",2025-03-27,0.226104166666667,6.096,0,6.35,6.35,0
"1","C","1CA",2025-03-28,0.246,0,1,6.35,6.35,0.136054421768707
"1","C","1CA",2025-03-29,0.220893617021277,0,2,6.35,6.35,0.272108843537415
"1","C","1CA",2025-03-30,0.241625,10.668,0,17.018,17.018,0
"1","C","1CA",2025-03-31,0.269458333333333,6.35,0,23.368,23.114,0
"1","C","1CA",2025-04-01,0.2741875,1.016,0,24.384,18.034,0
"1","C","1CA",2025-04-02,0.268145833333333,0,1,24.13,18.034,0.0525375643585163
"1","C","1CA",2025-04-03,0.256645833333333,0,2,18.034,18.034,0.105075128717033
"1","C","1CA",2025-04-04,0.2415,0,3,18.034,7.366,0.35859431030361
"1","C","1CA",2025-04-05,0.2208125,0,4,18.034,1.016,1.98412698412698
"1","C","1CA",2025-04-06,0.2076875,0,5,7.366,0,5
"1","C","1CA",2025-04-07,0.202666666666667,0,6,1.016,0,6
"1","C","1CA",2025-04-08,0.191270833333333,0,7,0,0,7
"1","C","1CA",2025-04-09,0.179395833333333,0,8,0,0,8
"1","C","1CA",2025-04-10,0.167645833333333,0,9,0,0,9
"1","C","1CA",2025-04-11,0.1566875,0,10,0,0,10
"1","C","1CA",2025-04-12,0.144875,0,11,0,0,11
"1","C","1CA",2025-04-13,0.132,0,12,0,0,12
"1","C","1CA",2025-04-14,0.116354166666667,0,13,0,0,13
"1","C","1CA",2025-04-15,0.102958333333333,0,14,0,0,14
"1","C","1CA",2025-04-16,0.0958125,0,15,0,0,15
"1","C","1CA",2025-04-17,0.0894375,0,16,0,0,16
"1","C","1CA",2025-04-18,0.0827708333333333,0,17,0,0,17
"1","C","1CA",2025-04-19,0.0759375,0,18,0,0,18
"1","C","1CA",2025-04-20,0.0674791666666667,0,19,0,0,19
"1","C","1CA",2025-04-21,0.0596041666666667,0,20,0,0,20
"1","C","1CA",2025-04-22,0.0549166666666667,0,21,0,0,21
"1","C","1CA",2025-04-23,0.0478958333333333,0,22,0,0,22
"1","C","1CA",2025-04-24,0.0452291666666667,0,23,0,0,23
"1","C","1CA",2025-04-25,0.0430625,0,24,0,0,24
"1","C","1CA",2025-04-26,0.0776458333333333,7.366,0,7.366,7.366,0
"1","C","1CA",2025-04-27,0.218979166666667,2.286,0,9.652,9.652,0
"1","C","1CA",2025-04-28,0.191895833333333,0.254,0,9.906,9.906,0
"1","C","1CA",2025-04-29,0.161104166666667,0,1,9.906,9.906,0.0916926462497708
"1","C","1CA",2025-04-30,0.139708333333333,0,2,9.906,9.906,0.183385292499542
"1","C","1CA",2025-05-01,0.119145833333333,0,3,9.906,2.54,0.847457627118644
"1","C","1CA",2025-05-02,0.101541666666667,0,4,9.906,0.254,3.18979266347687
"1","C","1CA",2025-05-03,0.087625,0,5,2.54,0,5
"1","C","1CA",2025-05-04,0.0768333333333333,0,6,0.254,0,6
"1","C","1CA",2025-05-05,0.0671702127659574,0,7,0,0,7
"1","C","1CA",2025-05-06,0.0577407407407407,0,8,0,0,8
"1","C","1CB",2025-01-13,0.179625,0,7,0,0,7
"1","C","1CB",2025-01-14,0.175854166666667,0,8,0,0,8
"1","C","1CB",2025-01-15,0.170625,0,9,0,0,9
"1","C","1CB",2025-01-16,0.169854166666667,0,10,0,0,10
"1","C","1CB",2025-01-17,0.173354166666667,0,11,0,0,11
"1","C","1CB",2025-01-18,0.17425,0,12,0,0,12
"1","C","1CB",2025-01-19,0.175041666666667,0,13,0,0,13
"1","C","1CB",2025-01-20,0.174916666666667,0,14,0,0,14
"1","C","1CB",2025-01-21,0.164270833333333,0,15,0,0,15
"1","C","1CB",2025-01-22,0.160604166666667,0,16,0,0,16
"1","C","1CB",2025-01-23,0.151854166666667,0,17,0,0,17
"1","C","1CB",2025-01-24,0.146895833333333,0,18,0,0,18
"1","C","1CB",2025-01-25,0.145833333333333,0,19,0,0,19
"1","C","1CB",2025-01-26,0.1415,0,20,0,0,20
"1","C","1CB",2025-01-27,0.137729166666667,0,21,0,0,21
"1","C","1CB",2025-01-28,0.1344375,0,22,0,0,22
"1","C","1CB",2025-01-29,0.131979166666667,0,23,0,0,23
"1","C","1CB",2025-01-30,0.133354166666667,0,24,0,0,24
"1","C","1CB",2025-01-31,0.169729166666667,8.128,0,8.128,8.128,0
"1","C","1CB",2025-02-01,0.274791666666667,26.416,0,34.544,34.544,0
"1","C","1CB",2025-02-02,0.323270833333333,11.176,0,45.72,45.72,0
"1","C","1CB",2025-02-03,0.3335625,14.986,0,60.706,60.706,0
"1","C","1CB",2025-02-04,0.350583333333333,56.642,0,117.348,117.348,0
"1","C","1CB",2025-02-05,0.3443125,0,1,117.348,109.22,0.00907276356378153
"1","C","1CB",2025-02-06,0.330895833333333,42.164,0,159.512,124.968,0
"1","C","1CB",2025-02-07,0.345458333333333,0,1,151.384,113.792,0.0087114084605199
"1","C","1CB",2025-02-08,0.323770833333333,0,2,124.968,98.806,0.0200388754183115
"1","C","1CB",2025-02-09,0.307958333333333,0,3,113.792,42.164,0.0695023630803447
"1","C","1CB",2025-02-10,0.296208333333333,0,4,98.806,42.164,0.0926698174404596
"1","C","1CB",2025-02-11,0.2879375,0,5,42.164,0,5
"1","C","1CB",2025-02-12,0.280229166666667,6.604,0,48.768,6.604,0
"1","C","1CB",2025-02-13,0.326791666666667,49.022,0,55.626,55.626,0
"1","C","1CB",2025-02-14,0.328083333333333,0.508,0,56.134,56.134,0
"1","C","1CB",2025-02-15,0.315666666666667,0,1,56.134,56.134,0.0175027129205027
"1","C","1CB",2025-02-16,0.311979166666667,3.302,0,59.436,59.436,0
"1","C","1CB",2025-02-17,0.3075625,0,1,59.436,52.832,0.018576311487591
"1","C","1CB",2025-02-18,0.2988125,0,2,59.436,3.81,0.415800415800416
"1","C","1CB",2025-02-19,0.293382978723404,0,3,52.832,3.302,0.697350069735007
"1","C","1CB",2025-02-20,0.286041666666667,0,4,3.81,3.302,0.929800092980009
"1","C","1CB",2025-02-21,0.269416666666667,0,5,3.302,0,5
"1","C","1CB",2025-02-22,0.259625,0,6,3.302,0,6
"1","C","1CB",2025-02-23,0.2565,0,7,0,0,7
"1","C","1CB",2025-02-24,0.2516875,0,8,0,0,8
"1","C","1CB",2025-02-25,0.248520833333333,0,9,0,0,9
"1","C","1CB",2025-02-26,0.2383125,0,10,0,0,10
"1","C","1CB",2025-02-27,0.22475,0,11,0,0,11
"1","C","1CB",2025-02-28,0.210416666666667,0,12,0,0,12
"1","C","1CB",2025-03-01,0.1961875,0,13,0,0,13
"1","C","1CB",2025-03-02,0.195875,0,14,0,0,14
"1","C","1CB",2025-03-03,0.191979166666667,0,15,0,0,15
"1","C","1CB",2025-03-04,0.188875,0,16,0,0,16
"1","C","1CB",2025-03-05,0.186729166666667,0,17,0,0,17
"1","C","1CB",2025-03-06,0.179541666666667,0,18,0,0,18
"1","C","1CB",2025-03-07,0.174,0,19,0,0,19
"1","C","1CB",2025-03-08,0.166354166666667,0,20,0,0,20
"1","C","1CB",2025-03-09,0.162104166666667,0,21,0,0,21
"1","C","1CB",2025-03-10,0.159708333333333,0,22,0,0,22
"1","C","1CB",2025-03-11,0.155270833333333,0,23,0,0,23
"1","C","1CB",2025-03-12,0.2050625,29.718,0,29.718,29.718,0
"1","C","1CB",2025-03-13,0.313854166666667,3.048,0,32.766,32.766,0
"1","C","1CB",2025-03-14,0.332333333333333,18.796,0,51.562,51.562,0
"1","C","1CB",2025-03-15,0.328354166666667,0,1,51.562,51.562,0.0190251512499524
"1","C","1CB",2025-03-16,0.320791666666667,14.478,0,66.04,66.04,0
"1","C","1CB",2025-03-17,0.362208333333333,8.128,0,74.168,44.45,0
"1","C","1CB",2025-03-18,0.337270833333333,0.254,0,74.422,41.656,0
"1","C","1CB",2025-03-19,0.313666666666667,2.032,0,46.736,24.892,0
"1","C","1CB",2025-03-20,0.303354166666667,0.254,0,43.942,25.146,0
"1","C","1CB",2025-03-21,0.293875,0,1,25.146,10.668,0.085704490915324
"1","C","1CB",2025-03-22,0.284958333333333,0,2,25.146,2.54,0.564971751412429
"1","C","1CB",2025-03-23,0.2765625,0,3,10.668,2.286,0.912964090079123
"1","C","1CB",2025-03-24,0.260833333333333,0,4,2.54,0.254,3.18979266347687
"1","C","1CB",2025-03-25,0.2429375,0,5,2.286,0,5
"1","C","1CB",2025-03-26,0.230446808510638,0.254,0,0.508,0.254,0
"1","C","1CB",2025-03-27,0.257104166666667,6.096,0,6.35,6.35,0
"1","C","1CB",2025-03-28,0.284,0,1,6.35,6.35,0.136054421768707
"1","C","1CB",2025-03-30,0.2958,10.668,0,17.018,17.018,0
"1","C","1CB",2025-03-31,0.293833333333333,6.35,0,23.368,23.114,0
"1","C","1CB",2025-04-01,0.303729166666667,1.016,0,24.384,18.034,0
"1","C","1CB",2025-04-02,0.298041666666667,0,1,24.13,18.034,0.0525375643585163
"1","C","1CB",2025-04-03,0.28925,0,2,18.034,18.034,0.105075128717033
"1","C","1CB",2025-04-04,0.277916666666667,0,3,18.034,7.366,0.35859431030361
"1","C","1CB",2025-04-05,0.260729166666667,0,4,18.034,1.016,1.98412698412698
"1","C","1CB",2025-04-06,0.247083333333333,0,5,7.366,0,5
"1","C","1CB",2025-04-07,0.239895833333333,0,6,1.016,0,6
"1","C","1CB",2025-04-08,0.231875,0,7,0,0,7
"1","C","1CB",2025-04-09,0.218083333333333,0,8,0,0,8
"1","C","1CB",2025-04-10,0.204125,0,9,0,0,9
"1","C","1CB",2025-04-11,0.192020833333333,0,10,0,0,10
"1","C","1CB",2025-04-12,0.175833333333333,0,11,0,0,11
"1","C","1CB",2025-04-13,0.158875,0,12,0,0,12
"1","C","1CB",2025-04-14,0.1409375,0,13,0,0,13
"1","C","1CB",2025-04-15,0.128729166666667,0,14,0,0,14
"1","C","1CB",2025-04-16,0.122291666666667,0,15,0,0,15
"1","C","1CB",2025-04-17,0.117125,0,16,0,0,16
"1","C","1CB",2025-04-18,0.112604166666667,0,17,0,0,17
"1","C","1CB",2025-04-19,0.106958333333333,0,18,0,0,18
"1","C","1CB",2025-04-20,0.101916666666667,0,19,0,0,19
"1","C","1CB",2025-04-21,0.0967708333333333,0,20,0,0,20
"1","C","1CB",2025-04-22,0.0919375,0,21,0,0,21
"1","C","1CB",2025-04-23,0.0860833333333333,0,22,0,0,22
"1","C","1CB",2025-04-24,0.0829791666666667,0,23,0,0,23
"1","C","1CB",2025-04-25,0.0805,0,24,0,0,24
"1","C","1CB",2025-04-26,0.1003125,7.366,0,7.366,7.366,0
"1","C","1CB",2025-04-27,0.243979166666667,2.286,0,9.652,9.652,0
"1","C","1CB",2025-04-28,0.222895833333333,0.254,0,9.906,9.906,0
"1","C","1CB",2025-04-29,0.1955625,0,1,9.906,9.906,0.0916926462497708
"1","C","1CB",2025-04-30,0.168041666666667,0,2,9.906,9.906,0.183385292499542
"1","C","1CB",2025-05-01,0.140416666666667,0,3,9.906,2.54,0.847457627118644
"1","C","1CB",2025-05-02,0.1191875,0,4,9.906,0.254,3.18979266347687
"1","C","1CB",2025-05-03,0.103520833333333,0,5,2.54,0,5
"1","C","1CB",2025-05-04,0.0925208333333333,0,6,0.254,0,6
"1","C","1CB",2025-05-05,0.0801489361702128,0,7,0,0,7
"1","C","1CB",2025-05-06,0.0702962962962963,0,8,0,0,8
"1","D","1DA",2025-01-13,0.1801875,0,7,0,0,7
"1","D","1DA",2025-01-14,0.1790625,0,8,0,0,8
"1","D","1DA",2025-01-15,0.175979166666667,0,9,0,0,9
"1","D","1DA",2025-01-16,0.1736875,0,10,0,0,10
"1","D","1DA",2025-01-17,0.1749375,0,11,0,0,11
"1","D","1DA",2025-01-18,0.174604166666667,0,12,0,0,12
"1","D","1DA",2025-01-19,0.1731875,0,13,0,0,13
"1","D","1DA",2025-01-20,0.171020833333333,0,14,0,0,14
"1","D","1DA",2025-01-21,0.166604166666667,0,15,0,0,15
"1","D","1DA",2025-01-22,0.164354166666667,0,16,0,0,16
"1","D","1DA",2025-01-23,0.159708333333333,0,17,0,0,17
"1","D","1DA",2025-01-24,0.155541666666667,0,18,0,0,18
"1","D","1DA",2025-01-25,0.154104166666667,0,19,0,0,19
"1","D","1DA",2025-01-26,0.1515,0,20,0,0,20
"1","D","1DA",2025-01-27,0.150291666666667,0,21,0,0,21
"1","D","1DA",2025-01-28,0.147541666666667,0,22,0,0,22
"1","D","1DA",2025-01-29,0.144479166666667,0,23,0,0,23
"1","D","1DA",2025-01-30,0.143291666666667,0,24,0,0,24
"1","D","1DA",2025-01-31,0.144604166666667,8.128,0,8.128,8.128,0
"1","D","1DA",2025-02-01,0.149,26.416,0,34.544,34.544,0
"1","D","1DA",2025-02-02,0.219645833333333,11.176,0,45.72,45.72,0
"1","D","1DA",2025-02-03,0.2691875,14.986,0,60.706,60.706,0
"1","D","1DA",2025-02-04,0.283333333333333,56.642,0,117.348,117.348,0
"1","D","1DA",2025-02-05,0.275895833333333,0,1,117.348,109.22,0.00907276356378153
"1","D","1DA",2025-02-06,0.269041666666667,42.164,0,159.512,124.968,0
"1","D","1DA",2025-02-07,0.282875,0,1,151.384,113.792,0.0087114084605199
"1","D","1DA",2025-02-08,0.2593125,0,2,124.968,98.806,0.0200388754183115
"1","D","1DA",2025-02-09,0.2420625,0,3,113.792,42.164,0.0695023630803447
"1","D","1DA",2025-02-10,0.2315625,0,4,98.806,42.164,0.0926698174404596
"1","D","1DA",2025-02-11,0.2263125,0,5,42.164,0,5
"1","D","1DA",2025-02-12,0.221625,6.604,0,48.768,6.604,0
"1","D","1DA",2025-02-13,0.2720625,49.022,0,55.626,55.626,0
"1","D","1DA",2025-02-14,0.277895833333333,0.508,0,56.134,56.134,0
"1","D","1DA",2025-02-15,0.2524375,0,1,56.134,56.134,0.0175027129205027
"1","D","1DA",2025-02-16,0.246,3.302,0,59.436,59.436,0
"1","D","1DA",2025-02-17,0.2419375,0,1,59.436,52.832,0.018576311487591
"1","D","1DA",2025-02-18,0.2368125,0,2,59.436,3.81,0.415800415800416
"1","D","1DA",2025-02-19,0.232936170212766,0,3,52.832,3.302,0.697350069735007
"1","D","1DA",2025-02-20,0.228520833333333,0,4,3.81,3.302,0.929800092980009
"1","D","1DA",2025-02-21,0.220020833333333,0,5,3.302,0,5
"1","D","1DA",2025-02-22,0.213895833333333,0,6,3.302,0,6
"1","D","1DA",2025-02-23,0.211770833333333,0,7,0,0,7
"1","D","1DA",2025-02-24,0.208958333333333,0,8,0,0,8
"1","D","1DA",2025-02-25,0.208104166666667,0,9,0,0,9
"1","D","1DA",2025-02-26,0.202729166666667,0,10,0,0,10
"1","D","1DA",2025-02-27,0.195395833333333,0,11,0,0,11
"1","D","1DA",2025-02-28,0.1903125,0,12,0,0,12
"1","D","1DA",2025-03-01,0.1826875,0,13,0,0,13
"1","D","1DA",2025-03-02,0.177645833333333,0,14,0,0,14
"1","D","1DA",2025-03-03,0.176520833333333,0,15,0,0,15
"1","D","1DA",2025-03-04,0.1749375,0,16,0,0,16
"1","D","1DA",2025-03-05,0.174208333333333,0,17,0,0,17
"1","D","1DA",2025-03-06,0.171375,0,18,0,0,18
"1","D","1DA",2025-03-07,0.168854166666667,0,19,0,0,19
"1","D","1DA",2025-03-08,0.1631875,0,20,0,0,20
"1","D","1DA",2025-03-09,0.157708333333333,0,21,0,0,21
"1","D","1DA",2025-03-10,0.152,0,22,0,0,22
"1","D","1DA",2025-03-11,0.1465,0,23,0,0,23
"1","D","1DA",2025-03-12,0.143604166666667,29.718,0,29.718,29.718,0
"1","D","1DA",2025-03-13,0.211458333333333,3.048,0,32.766,32.766,0
"1","D","1DA",2025-03-14,0.233291666666667,18.796,0,51.562,51.562,0
"1","D","1DA",2025-03-15,0.256958333333333,0,1,51.562,51.562,0.0190251512499524
"1","D","1DA",2025-03-16,0.249958333333333,14.478,0,66.04,66.04,0
"1","D","1DA",2025-03-17,0.278145833333333,8.128,0,74.168,44.45,0
"1","D","1DA",2025-03-18,0.267395833333333,0.254,0,74.422,41.656,0
"1","D","1DA",2025-03-19,0.244416666666667,2.032,0,46.736,24.892,0
"1","D","1DA",2025-03-20,0.235229166666667,0.254,0,43.942,25.146,0
"1","D","1DA",2025-03-21,0.226770833333333,0,1,25.146,10.668,0.085704490915324
"1","D","1DA",2025-03-22,0.221520833333333,0,2,25.146,2.54,0.564971751412429
"1","D","1DA",2025-03-23,0.217958333333333,0,3,10.668,2.286,0.912964090079123
"1","D","1DA",2025-03-24,0.210604166666667,0,4,2.54,0.254,3.18979266347687
"1","D","1DA",2025-03-25,0.201375,0,5,2.286,0,5
"1","D","1DA",2025-03-26,0.1935625,0.254,0,0.508,0.254,0
"1","D","1DA",2025-03-27,0.191291666666667,6.096,0,6.35,6.35,0
"1","D","1DA",2025-03-28,0.191104166666667,0,1,6.35,6.35,0.136054421768707
"1","D","1DA",2025-03-29,0.187851063829787,0,2,6.35,6.35,0.272108843537415
"1","D","1DA",2025-03-30,0.1840625,10.668,0,17.018,17.018,0
"1","D","1DA",2025-03-31,0.184833333333333,6.35,0,23.368,23.114,0
"1","D","1DA",2025-04-01,0.183791666666667,1.016,0,24.384,18.034,0
"1","D","1DA",2025-04-02,0.187354166666667,0,1,24.13,18.034,0.0525375643585163
"1","D","1DA",2025-04-03,0.187875,0,2,18.034,18.034,0.105075128717033
"1","D","1DA",2025-04-04,0.1865625,0,3,18.034,7.366,0.35859431030361
"1","D","1DA",2025-04-05,0.1840625,0,4,18.034,1.016,1.98412698412698
"1","D","1DA",2025-04-06,0.181125,0,5,7.366,0,5
"1","D","1DA",2025-04-07,0.178395833333333,0,6,1.016,0,6
"1","D","1DA",2025-04-08,0.176020833333333,0,7,0,0,7
"1","D","1DA",2025-04-09,0.172,0,8,0,0,8
"1","D","1DA",2025-04-10,0.165375,0,9,0,0,9
"1","D","1DA",2025-04-11,0.159895833333333,0,10,0,0,10
"1","D","1DA",2025-04-12,0.149625,0,11,0,0,11
"1","D","1DA",2025-04-13,0.1416875,0,12,0,0,12
"1","D","1DA",2025-04-14,0.129208333333333,0,13,0,0,13
"1","D","1DA",2025-04-15,0.1165625,0,14,0,0,14
"1","D","1DA",2025-04-16,0.109583333333333,0,15,0,0,15
"1","D","1DA",2025-04-17,0.103958333333333,0,16,0,0,16
"1","D","1DA",2025-04-18,0.0983333333333333,0,17,0,0,17
"1","D","1DA",2025-04-19,0.0915,0,18,0,0,18
"1","D","1DA",2025-04-20,0.0845625,0,19,0,0,19
"1","D","1DA",2025-04-21,0.0778125,0,20,0,0,20
"1","D","1DA",2025-04-22,0.072875,0,21,0,0,21
"1","D","1DA",2025-04-23,0.0655,0,22,0,0,22
"1","D","1DA",2025-04-24,0.0632083333333333,0,23,0,0,23
"1","D","1DA",2025-04-25,0.0611875,0,24,0,0,24
"1","D","1DA",2025-04-26,0.0596666666666667,7.366,0,7.366,7.366,0
"1","D","1DA",2025-04-27,0.0631666666666667,2.286,0,9.652,9.652,0
"1","D","1DA",2025-04-28,0.0667083333333333,0.254,0,9.906,9.906,0
"1","D","1DA",2025-04-29,0.0647291666666667,0,1,9.906,9.906,0.0916926462497708
"1","D","1DA",2025-04-30,0.0602083333333333,0,2,9.906,9.906,0.183385292499542
"1","D","1DA",2025-05-01,0.0569791666666667,0,3,9.906,2.54,0.847457627118644
"1","D","1DA",2025-05-02,0.0549791666666667,0,4,9.906,0.254,3.18979266347687
"1","D","1DA",2025-05-03,0.0523541666666667,0,5,2.54,0,5
"1","D","1DA",2025-05-04,0.0508958333333333,0,6,0.254,0,6
"1","D","1DA",2025-05-05,0.0486595744680851,0,7,0,0,7
"1","D","1DA",2025-05-06,0.0456296296296296,0,8,0,0,8
"1","D","1DB",2025-01-13,0.18565625,0,7,0,0,7
"1","D","1DB",2025-01-14,0.182166666666667,0,8,0,0,8
"1","D","1DB",2025-01-15,0.1775,0,9,0,0,9
"1","D","1DB",2025-01-16,0.175416666666667,0,10,0,0,10
"1","D","1DB",2025-01-17,0.176,0,11,0,0,11
"1","D","1DB",2025-01-18,0.175875,0,12,0,0,12
"1","D","1DB",2025-01-19,0.174416666666667,0,13,0,0,13
"1","D","1DB",2025-01-20,0.171645833333333,0,14,0,0,14
"1","D","1DB",2025-01-21,0.165041666666667,0,15,0,0,15
"1","D","1DB",2025-01-22,0.16175,0,16,0,0,16
"1","D","1DB",2025-01-23,0.153916666666667,0,17,0,0,17
"1","D","1DB",2025-01-24,0.147666666666667,0,18,0,0,18
"1","D","1DB",2025-01-25,0.145354166666667,0,19,0,0,19
"1","D","1DB",2025-01-26,0.140958333333333,0,20,0,0,20
"1","D","1DB",2025-01-27,0.138729166666667,0,21,0,0,21
"1","D","1DB",2025-01-28,0.135458333333333,0,22,0,0,22
"1","D","1DB",2025-01-29,0.1313125,0,23,0,0,23
"1","D","1DB",2025-01-30,0.130791666666667,0,24,0,0,24
"1","D","1DB",2025-01-31,0.130854166666667,8.128,0,8.128,8.128,0
"1","D","1DB",2025-02-01,0.135166666666667,26.416,0,34.544,34.544,0
"1","D","1DB",2025-02-02,0.194645833333333,11.176,0,45.72,45.72,0
"1","D","1DB",2025-02-03,0.268125,14.986,0,60.706,60.706,0
"1","D","1DB",2025-02-04,0.281083333333333,56.642,0,117.348,117.348,0
"1","D","1DB",2025-02-05,0.283354166666667,0,1,117.348,109.22,0.00907276356378153
"1","D","1DB",2025-02-06,0.273145833333333,42.164,0,159.512,124.968,0
"1","D","1DB",2025-02-07,0.289833333333333,0,1,151.384,113.792,0.0087114084605199
"1","D","1DB",2025-02-08,0.275208333333333,0,2,124.968,98.806,0.0200388754183115
"1","D","1DB",2025-02-09,0.267291666666667,0,3,113.792,42.164,0.0695023630803447
"1","D","1DB",2025-02-10,0.259270833333333,0,4,98.806,42.164,0.0926698174404596
"1","D","1DB",2025-02-11,0.253708333333333,0,5,42.164,0,5
"1","D","1DB",2025-02-12,0.2489375,6.604,0,48.768,6.604,0
"1","D","1DB",2025-02-13,0.266895833333333,49.022,0,55.626,55.626,0
"1","D","1DB",2025-02-14,0.282208333333333,0.508,0,56.134,56.134,0
"1","D","1DB",2025-02-15,0.270208333333333,0,1,56.134,56.134,0.0175027129205027
